id,titre,description,year,type,region,status,created_at
493,"Première photographie de la face cachée de la Lune (Luna 3)","Le 7 octobre 1959, la sonde soviétique Luna 3 transmet les premières images de la face cachée de la Lune, jusque-là totalement inconnue.",1959,"L'Aventure Spatiale : Des Premiers Satellites à l'Exploration Interplanétaire","","VALIDATED_HISTORY","2026-03-04T07:23:47.187938+00:00"
494,"Catastrophe de la mission Apollo 1","Le 27 janvier 1967, un incendie éclate dans la capsule Apollo 1 lors d'un test au sol, tuant les trois astronautes Gus Grissom, Ed White et Roger Chaffee.",1967,"L'Aventure Spatiale : Des Premiers Satellites à l'Exploration Interplanétaire","","VALIDATED_HISTORY","2026-03-04T07:23:47.187938+00:00"
495,"Lancement de l'observatoire spatial Compton","Le 5 avril 1991, la NASA met en orbite le Compton Gamma Ray Observatory depuis la navette Atlantis. Il permettra d'étudier les sources de rayons gamma les plus énergétiques de l'univers.",1991,"L'Aventure Spatiale : Des Premiers Satellites à l'Exploration Interplanétaire","","VALIDATED_HISTORY","2026-03-04T07:23:47.187938+00:00"
496,"Lancement de l'observatoire infrarouge ISO","Le 17 novembre 1995, l'Agence Spatiale Européenne lance l'Infrared Space Observatory (ISO). Cet observatoire spatial étudiera l'univers dans le domaine infrarouge jusqu'en 1998.",1995,"L'Aventure Spatiale : Des Premiers Satellites à l'Exploration Interplanétaire","","VALIDATED_HISTORY","2026-03-04T07:23:47.187938+00:00"
497,"Lancement de l'observatoire spatial Chandra","Le 23 juillet 1999, la NASA lance l'observatoire à rayons X Chandra depuis la navette Columbia. Il devient l'un des quatre grands observatoires spatiaux de la NASA, scrutant les phénomènes les plus violents de l'univers.",1999,"L'Aventure Spatiale : Des Premiers Satellites à l'Exploration Interplanétaire","","VALIDATED_HISTORY","2026-03-04T07:23:47.187938+00:00"
498,"Lancement du télescope spatial Hipparcos","Le 8 août 1989, l'ESA lance le satellite Hipparcos depuis Kourou. Premier observatoire spatial dédié à l'astrométrie, il mesurera avec précision la position et la distance de plus de 100 000 étoiles.",1989,"L'Aventure Spatiale : Des Premiers Satellites à l'Exploration Interplanétaire","","VALIDATED_HISTORY","2026-03-04T07:23:47.187938+00:00"
499,"Lancement de la sonde Mars Climate Orbiter","La NASA lance Mars Climate Orbiter le 11 décembre 1998 pour étudier le climat martien. La sonde sera perdue en septembre 1999 à cause d'une erreur de conversion d'unités métriques/impériales.",1998,"L'Aventure Spatiale : Des Premiers Satellites à l'Exploration Interplanétaire","","VALIDATED_HISTORY","2026-03-04T07:23:47.187938+00:00"
500,"Perte de Mars Climate Orbiter lors de son insertion orbitale","Le 23 septembre 1999, Mars Climate Orbiter est détruite en entrant dans l'atmosphère martienne à cause d'une confusion entre unités métriques et impériales, causant une perte de 327 millions de dollars.",1999,"L'Aventure Spatiale : Des Premiers Satellites à l'Exploration Interplanétaire","","VALIDATED_HISTORY","2026-03-04T07:23:47.187938+00:00"
501,"Lancement de Mars Polar Lander","La NASA lance Mars Polar Lander le 3 janvier 1999, destiné à se poser près du pôle sud de Mars. La sonde disparaît sans laisser de traces lors de sa tentative d'atterrissage en décembre 1999.",1999,"L'Aventure Spatiale : Des Premiers Satellites à l'Exploration Interplanétaire","","VALIDATED_HISTORY","2026-03-04T07:23:47.187938+00:00"
502,"Lancement de la sonde Mars Odyssey","La NASA lance Mars Odyssey le 7 avril 2001. La sonde entre en orbite martienne en octobre 2001 et détecte des indices de glace d'eau sous la surface, révolutionnant notre compréhension de Mars.",2001,"L'Aventure Spatiale : Des Premiers Satellites à l'Exploration Interplanétaire","","VALIDATED_HISTORY","2026-03-04T07:23:47.187938+00:00"
503,"Détection de glace d'eau sous la surface de Mars par Mars Odyssey","Le 28 mai 2002, la NASA annonce que la sonde Mars Odyssey a détecté d'importantes quantités de glace d'eau sous la surface martienne, notamment dans les régions polaires.",2002,"L'Aventure Spatiale : Des Premiers Satellites à l'Exploration Interplanétaire","","VALIDATED_HISTORY","2026-03-04T07:23:47.187938+00:00"
504,"Lancement de la sonde Mars Express de l'ESA","L'Agence Spatiale Européenne lance Mars Express le 2 juin 2003, première mission européenne vers Mars. Elle emporte le petit atterrisseur Beagle 2 et entre en orbite martienne en décembre 2003.",2003,"L'Aventure Spatiale : Des Premiers Satellites à l'Exploration Interplanétaire","","VALIDATED_HISTORY","2026-03-04T07:23:47.187938+00:00"
896,"Début du règne de Jean V du Portugal","Jean V accède au trône portugais. Son règne est marqué par le faste et le mécénat artistique, grâce aux richesses provenant du Brésil.",1706,"L'Âge d'Or de la Piraterie","","PENDING","2026-03-04T07:23:47.283022+00:00"
505,"Lancement du rover Spirit vers Mars","La NASA lance le rover Spirit le 10 juin 2003 dans le cadre du programme Mars Exploration Rover. Spirit atterrira sur Mars le 4 janvier 2004 et explorera le cratère Gusev.",2003,"L'Aventure Spatiale : Des Premiers Satellites à l'Exploration Interplanétaire","","VALIDATED_HISTORY","2026-03-04T07:23:47.187938+00:00"
506,"Lancement du rover Opportunity vers Mars","La NASA lance le rover Opportunity le 7 juillet 2003, jumeau de Spirit. Il atterrit le 25 janvier 2004 dans Meridiani Planum et découvrira des preuves d'eau liquide ancienne sur Mars.",2003,"L'Aventure Spatiale : Des Premiers Satellites à l'Exploration Interplanétaire","","VALIDATED_HISTORY","2026-03-04T07:23:47.187938+00:00"
507,"Atterrissage du rover Spirit sur Mars","Le 4 janvier 2004, le rover Spirit de la NASA atterrit avec succès dans le cratère Gusev sur Mars, commençant une mission d'exploration géologique qui durera bien au-delà de sa durée prévue de 90 jours.",2004,"L'Aventure Spatiale : Des Premiers Satellites à l'Exploration Interplanétaire","","VALIDATED_HISTORY","2026-03-04T07:23:47.187938+00:00"
508,"Atterrissage du rover Opportunity sur Mars","Le 25 janvier 2004, le rover Opportunity atterrit dans Meridiani Planum sur Mars. Il découvre rapidement des sphérules d'hématite surnommées 'myrtilles', preuve d'une présence passée d'eau liquide.",2004,"L'Aventure Spatiale : Des Premiers Satellites à l'Exploration Interplanétaire","","VALIDATED_HISTORY","2026-03-04T07:23:47.187938+00:00"
509,"Annonce de la découverte de méthane dans l'atmosphère de Mars","Le 30 mars 2004, des scientifiques annoncent la détection de méthane dans l'atmosphère martienne grâce à Mars Express et des télescopes terrestres, soulevant des questions sur une possible activité biologique ou géologique.",2004,"L'Aventure Spatiale : Des Premiers Satellites à l'Exploration Interplanétaire","","READY_FOR_IMAGE","2026-03-04T07:23:47.187938+00:00"
510,"Première sortie extravéhiculaire depuis l'ISS sans navette amarrée","Le 26 février 2004, les astronautes de l'ISS effectuent une sortie extravéhiculaire sans navette spatiale amarrée, une première dans l'histoire de la station, dans le contexte post-Columbia.",2004,"L'Aventure Spatiale : Des Premiers Satellites à l'Exploration Interplanétaire","","VALIDATED_HISTORY","2026-03-04T07:23:47.187938+00:00"
511,"Lancement de la sonde Mars Reconnaissance Orbiter","La NASA lance Mars Reconnaissance Orbiter le 12 août 2005. Équipée de la caméra HiRISE la plus puissante jamais envoyée vers Mars, elle entre en orbite en mars 2006 pour cartographier la planète en haute résolution.",2005,"L'Aventure Spatiale : Des Premiers Satellites à l'Exploration Interplanétaire","","VALIDATED_HISTORY","2026-03-04T07:23:47.187938+00:00"
512,"Mise en service du télescope spatial COROT dédié aux exoplanètes","Le 27 décembre 2006, le CNES lance le satellite COROT, premier télescope spatial conçu pour détecter des exoplanètes par la méthode des transits.",2006,"L'Aventure Spatiale : Des Premiers Satellites à l'Exploration Interplanétaire","","VALIDATED_HISTORY","2026-03-04T07:23:47.187938+00:00"
513,"Lancement du télescope spatial Kepler pour la chasse aux exoplanètes","Le 6 mars 2009, la NASA lance le télescope Kepler, dédié à la recherche de planètes de type terrestre autour d'autres étoiles grâce à la méthode des transits.",2009,"L'Aventure Spatiale : Des Premiers Satellites à l'Exploration Interplanétaire","","VALIDATED_HISTORY","2026-03-04T07:23:47.187938+00:00"
514,"Publication des premiers résultats scientifiques du télescope Kepler","En janvier 2010, la NASA publie les premières données de Kepler révélant des centaines de candidats exoplanètes, marquant un tournant dans la recherche de mondes extrasolaires.",2010,"L'Aventure Spatiale : Des Premiers Satellites à l'Exploration Interplanétaire","","VALIDATED_HISTORY","2026-03-04T07:23:47.187938+00:00"
516,"Fondation de Macao comme comptoir portugais en Chine","En 1557, le Portugal obtient l'autorisation d'établir un comptoir permanent à Macao, sur la côte sud de la Chine. Ce port devient la porte d'entrée du commerce européen avec la Chine et le Japon.",1557,"L'Âge des Grandes Découvertes : Explorations, Conquêtes et Nouvelles Routes","","VALIDATED_HISTORY","2026-03-04T07:23:47.187938+00:00"
517,"Fondation de Batavia par la VOC en Indonésie","Le 30 mai 1619, Jan Pieterszoon Coen fonde Batavia (actuelle Jakarta) sur l'île de Java. La ville devient le quartier général de la VOC en Asie et le centre névralgique du commerce des épices.",1619,"L'Âge des Grandes Découvertes : Explorations, Conquêtes et Nouvelles Routes","","VALIDATED_HISTORY","2026-03-04T07:23:47.187938+00:00"
518,"Fondation du comptoir français de Pondichéry en Inde","Le 4 février 1674, François Martin fonde le comptoir de Pondichéry sur la côte de Coromandel en Inde. Il deviendra la capitale des établissements français en Inde et un centre commercial majeur.",1674,"L'Âge des Grandes Découvertes : Explorations, Conquêtes et Nouvelles Routes","","VALIDATED_HISTORY","2026-03-04T07:23:47.187938+00:00"
519,"Charte royale accordée à la Compagnie anglaise des Indes pour Bombay","En 1668, Charles II cède Bombay à la East India Company pour une location symbolique. La ville devient rapidement le principal port anglais en Inde, supplantant Surat dans le commerce asiatique.",1668,"L'Âge des Grandes Découvertes : Explorations, Conquêtes et Nouvelles Routes","","VALIDATED_HISTORY","2026-03-04T07:23:47.187938+00:00"
520,"Fondation de la Compagnie danoise des Indes orientales","Le 17 mars 1616, le roi Christian IV du Danemark fonde la Dansk Ostindisk Kompagni. Elle établit des comptoirs en Inde, notamment à Tranquebar en 1620, participant à la course aux routes commerciales asiatiques.",1616,"L'Âge des Grandes Découvertes : Explorations, Conquêtes et Nouvelles Routes","","VALIDATED_HISTORY","2026-03-04T07:23:47.187938+00:00"
521,"Massacre d'Amboine : éviction des Anglais des Moluques par la VOC","Le 27 février 1623, la VOC exécute dix marchands anglais de la East India Company à Amboine (Moluques). Cet événement force les Anglais à se concentrer sur l'Inde, redéfinissant les zones d'influence commerciales en Asie.",1623,"L'Âge des Grandes Découvertes : Explorations, Conquêtes et Nouvelles Routes","","VALIDATED_HISTORY","2026-03-04T07:23:47.187938+00:00"
522,"Départ de la Croisade des Pauvres menée par Pierre l'Ermite","En avril 1096, des milliers de pèlerins non armés, conduits par Pierre l'Ermite, quittent la France vers Constantinople avant l'armée officielle. Cette croisade populaire se solde par un désastre face aux Turcs en Anatolie.",1096,"Les Croisades : Conflits, Pèlerinages et États Latins d'Orient","","VALIDATED_HISTORY","2026-03-04T07:23:47.187938+00:00"
523,"Massacre des Juifs de Mayence par des croisés","Le 27 mai 1096, des bandes de croisés rhénans massacrent la communauté juive de Mayence, l'une des plus importantes d'Europe. Cet épisode marque le début de violentes persécutions antijuives liées aux croisades.",1096,"Les Croisades : Conflits, Pèlerinages et États Latins d'Orient","","VALIDATED_HISTORY","2026-03-04T07:23:47.187938+00:00"
524,"Prise d'Antioche par les croisés","Le 3 juin 1098, après un siège de huit mois, les armées de la Première Croisade s'emparent d'Antioche en Syrie. La ville devient un enjeu stratégique majeur sur la route vers Jérusalem.",1098,"Les Croisades : Conflits, Pèlerinages et États Latins d'Orient","","VALIDATED_HISTORY","2026-03-04T07:23:47.187938+00:00"
525,"Fondation de l'ordre des Hospitaliers de Saint-Jean","Le 15 février 1113, le pape Pascal II reconnaît officiellement l'ordre des Hospitaliers de Saint-Jean de Jérusalem par une bulle pontificale. Cet ordre militaire et hospitalier jouera un rôle central dans les croisades.",1113,"Les Croisades : Conflits, Pèlerinages et États Latins d'Orient","","VALIDATED_HISTORY","2026-03-04T07:23:47.187938+00:00"
526,"Départ de la Croisade des Enfants","En 1212, des milliers d'enfants et de jeunes gens, menés par Étienne de Cloyes en France et Nicolas de Cologne en Allemagne, partent en croisade vers Jérusalem. La plupart ne reviendront jamais, vendus comme esclaves ou morts en chemin.",1212,"Les Croisades : Conflits, Pèlerinages et États Latins d'Orient","","VALIDATED_HISTORY","2026-03-04T07:23:47.187938+00:00"
527,"Création du Comté d'Édesse","Le 10 mars 1098, Baudouin de Boulogne prend le contrôle d'Édesse et fonde le Comté d'Édesse, premier État croisé établi en Terre sainte.",1098,"Les Croisades : Conflits, Pèlerinages et États Latins d'Orient","","VALIDATED_HISTORY","2026-03-04T07:23:47.187938+00:00"
528,"Couronnement de Baudouin Ier comme roi de Jérusalem","Le 25 décembre 1100, Baudouin Ier est couronné roi de Jérusalem en la basilique de Bethléem, premier à porter officiellement le titre royal du Royaume latin.",1100,"Les Croisades : Conflits, Pèlerinages et États Latins d'Orient","","IMAGE_DONE","2026-03-04T07:23:47.187938+00:00"
529,"Fondation du Comté de Tripoli","Le 12 juillet 1109, Bertrand de Saint-Gilles s'empare de Tripoli et fonde le Comté de Tripoli, dernier des quatre grands États latins d'Orient à être établi.",1109,"Les Croisades : Conflits, Pèlerinages et États Latins d'Orient","","VALIDATED_HISTORY","2026-03-04T07:23:47.187938+00:00"
530,"Victoire croisée à la bataille d'Ascalon","Le 12 août 1099, les croisés remportent la bataille d'Ascalon face aux Fatimides égyptiens, consolidant leur emprise sur la région de Jérusalem nouvellement conquise.",1099,"Les Croisades : Conflits, Pèlerinages et États Latins d'Orient","","VALIDATED_HISTORY","2026-03-04T07:23:47.187938+00:00"
531,"Prise de Haïfa par les croisés","En juillet 1100, les croisés s'emparent de la ville portuaire de Haïfa, étendant le contrôle du Royaume de Jérusalem sur la côte méditerranéenne.",1100,"Les Croisades : Conflits, Pèlerinages et États Latins d'Orient","","VALIDATED_HISTORY","2026-03-04T07:23:47.187938+00:00"
532,"Signature du Traité de Bruxelles fondant l'Union occidentale","Le 17 mars 1948, la France, le Royaume-Uni et les pays du Benelux signent le Traité de Bruxelles, créant une alliance militaire collective. Ce pacte préfigure directement la création de l'OTAN.",1948,"Les Temps Forts de la Guerre Froide : Crises, Tensions et Dégel","","VALIDATED_HISTORY","2026-03-04T07:23:47.187938+00:00"
533,"Proclamation de la République fédérale d'Allemagne (RFA)","Le 23 mai 1949, la Loi fondamentale entre en vigueur et la RFA est officiellement créée dans les zones d'occupation occidentales. Konrad Adenauer en devient le premier chancelier en septembre.",1949,"Les Temps Forts de la Guerre Froide : Crises, Tensions et Dégel","","VALIDATED_HISTORY","2026-03-04T07:23:47.187938+00:00"
534,"Proclamation de la République démocratique allemande (RDA)","Le 7 octobre 1949, l'URSS proclame la création de la République démocratique allemande dans sa zone d'occupation. L'Allemagne se retrouve officiellement divisée en deux États antagonistes.",1949,"Les Temps Forts de la Guerre Froide : Crises, Tensions et Dégel","","VALIDATED_HISTORY","2026-03-04T07:23:47.187938+00:00"
535,"Début de la construction du mur de Berlin","Dans la nuit du 12 au 13 août 1961, la RDA commence à ériger des barbelés puis un mur de béton divisant Berlin en deux. Cette barrière symbolise le rideau de fer séparant l'Est et l'Ouest.",1961,"Les Temps Forts de la Guerre Froide : Crises, Tensions et Dégel","","VALIDATED_HISTORY","2026-03-04T07:23:47.187938+00:00"
536,"Mort du premier fugitif au mur de Berlin (Peter Fechter)","Le 17 août 1962, Peter Fechter, 18 ans, est abattu par des gardes-frontières est-allemands en tentant de franchir le mur. Il agonise pendant une heure sous les yeux des passants, devenant un symbole tragique de la division.",1962,"Les Temps Forts de la Guerre Froide : Crises, Tensions et Dégel","","VALIDATED_HISTORY","2026-03-04T07:23:47.187938+00:00"
537,"Installation du téléphone rouge entre Washington et Moscou","Le 30 août 1963, une ligne de communication directe est établie entre la Maison-Blanche et le Kremlin, suite à la crise des missiles de Cuba. Ce 'téléphone rouge' vise à prévenir tout malentendu pouvant déclencher un conflit nucléaire.",1963,"Les Temps Forts de la Guerre Froide : Crises, Tensions et Dégel","","IMAGE_DONE","2026-03-04T07:23:47.187938+00:00"
538,"Discours 'Ich bin ein Berliner' de Kennedy","Le 26 juin 1963, le président américain John F. Kennedy prononce son célèbre discours devant 450 000 Berlinois de l'Ouest, affirmant sa solidarité avec la ville divisée face à la menace soviétique.",1963,"Les Temps Forts de la Guerre Froide : Crises, Tensions et Dégel","","VALIDATED_HISTORY","2026-03-04T07:23:47.187938+00:00"
539,"Première traversée du mur de Berlin par un tunnel (Tunnel 57)","En octobre 1964, 57 personnes s'évadent de Berlin-Est via un tunnel de 145 mètres creusé sous le mur, baptisé 'Tunnel 57'. C'est l'une des évasions collectives les plus importantes de l'histoire du mur.",1964,"Les Temps Forts de la Guerre Froide : Crises, Tensions et Dégel","","VALIDATED_HISTORY","2026-03-04T07:23:47.202153+00:00"
540,"Ouverture de la Conférence sur la Sécurité et la Coopération en Europe (CSCE)","Le 3 juillet 1973, 35 nations se réunissent à Helsinki pour ouvrir la CSCE, processus diplomatique visant à réduire les tensions entre l'Est et l'Ouest en Europe.",1973,"Les Temps Forts de la Guerre Froide : Crises, Tensions et Dégel","","VALIDATED_HISTORY","2026-03-04T07:23:47.202153+00:00"
541,"Signature du traité SALT II entre Carter et Brejnev","Le 18 juin 1979 à Vienne, Jimmy Carter et Léonid Brejnev signent SALT II, limitant à 2 400 le nombre de vecteurs nucléaires stratégiques de chaque superpuissance.",1979,"Les Temps Forts de la Guerre Froide : Crises, Tensions et Dégel","","VALIDATED_HISTORY","2026-03-04T07:23:47.202153+00:00"
542,"Retrait du traité SALT II par le Sénat américain","En janvier 1980, Carter retire le traité SALT II du Sénat américain après l'invasion soviétique de l'Afghanistan en décembre 1979, mettant fin à la ratification du texte.",1980,"Les Temps Forts de la Guerre Froide : Crises, Tensions et Dégel","","VALIDATED_HISTORY","2026-03-04T07:23:47.202153+00:00"
543,"Première réunion de suivi des Accords d'Helsinki à Belgrade","Le 4 octobre 1977, s'ouvre à Belgrade la première conférence de suivi des Accords d'Helsinki, où les pays occidentaux dénoncent les violations soviétiques des droits de l'homme.",1977,"Les Temps Forts de la Guerre Froide : Crises, Tensions et Dégel","","VALIDATED_HISTORY","2026-03-04T07:23:47.202153+00:00"
544,"Création du Groupe Helsinki de Moscou pour les droits de l'homme","Le 12 mai 1976, Youri Orlov fonde à Moscou le Groupe Helsinki, première organisation soviétique de surveillance du respect des droits de l'homme issus des Accords d'Helsinki.",1976,"Les Temps Forts de la Guerre Froide : Crises, Tensions et Dégel","","VALIDATED_HISTORY","2026-03-04T07:23:47.202153+00:00"
545,"Invasion soviétique de l'Afghanistan","Le 24 décembre 1979, l'armée soviétique envahit l'Afghanistan, déclenchant une guerre qui durera dix ans. Cette intervention marque un tournant majeur de la Guerre froide.",1979,"Les Temps Forts de la Guerre Froide : Crises, Tensions et Dégel","","IMAGE_DONE","2026-03-04T07:23:47.202153+00:00"
546,"Assassinat du président afghan Hafizullah Amin","Le 27 décembre 1979, les forces spéciales soviétiques prennent d'assaut le palais de Tajbeg à Kaboul et tuent le président Amin, le remplaçant par Babrak Karmal.",1979,"Les Temps Forts de la Guerre Froide : Crises, Tensions et Dégel","","VALIDATED_HISTORY","2026-03-04T07:23:47.202153+00:00"
547,"Boycott américain des Jeux olympiques de Moscou","Le 20 janvier 1980, le président Carter annonce le boycott des Jeux olympiques de Moscou en réponse à l'invasion soviétique de l'Afghanistan. 65 pays suivront cet appel.",1980,"Les Temps Forts de la Guerre Froide : Crises, Tensions et Dégel","","VALIDATED_HISTORY","2026-03-04T07:23:47.202153+00:00"
548,"Début du financement américain des moudjahidines afghans","En janvier 1980, la CIA lance l'opération Cyclone, fournissant armes et financement aux résistants afghans combattant l'occupation soviétique, avec le soutien du Pakistan et de l'Arabie Saoudite.",1980,"Les Temps Forts de la Guerre Froide : Crises, Tensions et Dégel","","VALIDATED_HISTORY","2026-03-04T07:23:47.202153+00:00"
549,"Élection de Ronald Reagan à la présidence américaine","Le 4 novembre 1980, Ronald Reagan remporte l'élection présidentielle américaine face à Jimmy Carter, inaugurant une politique étrangère nettement plus agressive envers l'URSS.",1980,"Les Temps Forts de la Guerre Froide : Crises, Tensions et Dégel","","VALIDATED_HISTORY","2026-03-04T07:23:47.202153+00:00"
551,"Discours de Reagan qualifiant l'URSS d'Empire du Mal","Le 8 mars 1983, Ronald Reagan prononce devant l'Association nationale des évangéliques son célèbre discours qualifiant l'Union soviétique d'« Empire du Mal », radicalisant le discours de la Guerre froide.",1983,"Les Temps Forts de la Guerre Froide : Crises, Tensions et Dégel","","VALIDATED_HISTORY","2026-03-04T07:23:47.202153+00:00"
552,"Annonce de l'Initiative de Défense Stratégique (IDS)","Le 23 mars 1983, le président Reagan annonce l'Initiative de Défense Stratégique, surnommée « Guerre des étoiles », un programme visant à développer un bouclier antimissile spatial pour protéger les États-Unis.",1983,"Les Temps Forts de la Guerre Froide : Crises, Tensions et Dégel","","VALIDATED_HISTORY","2026-03-04T07:23:47.202153+00:00"
553,"Destruction du vol Korean Air Lines 007 par l'URSS","Le 1er septembre 1983, un chasseur soviétique abat le Boeing 747 de la Korean Air Lines au-dessus de la mer du Japon, tuant 269 personnes, aggravant gravement les tensions entre les superpuissances.",1983,"Les Temps Forts de la Guerre Froide : Crises, Tensions et Dégel","","IMAGE_DONE","2026-03-04T07:23:47.202153+00:00"
554,"Déploiement des missiles Pershing II en Europe occidentale","En novembre 1983, les États-Unis commencent le déploiement de missiles balistiques Pershing II en Allemagne de l'Ouest, en réponse aux SS-20 soviétiques, provoquant de vives protestations en Europe.",1983,"Les Temps Forts de la Guerre Froide : Crises, Tensions et Dégel","","VALIDATED_HISTORY","2026-03-04T07:23:47.202153+00:00"
555,"Retrait soviétique des négociations de Genève","Le 23 novembre 1983, l'URSS suspend les négociations sur le contrôle des armements à Genève en réponse au déploiement des missiles Pershing II par l'OTAN en Europe occidentale.",1983,"Les Temps Forts de la Guerre Froide : Crises, Tensions et Dégel","","VALIDATED_HISTORY","2026-03-04T07:23:47.202153+00:00"
556,"Fondation de l'Église réformée de Zurich par Zwingli","Le 13 avril 1525, Ulrich Zwingli célèbre la première Cène réformée à Zurich, marquant la fondation officielle de l'Église réformée suisse. Une branche distincte du luthéranisme naît.",1525,"La Réforme Protestante et les Guerres de Religion","","VALIDATED_HISTORY","2026-03-04T07:23:47.202153+00:00"
557,"Publication de la Bible de Genève en anglais","En avril 1560, la Bible de Genève est publiée en anglais, devenant la première Bible protestante largement diffusée en Angleterre et influençant profondément la Réforme anglaise.",1560,"La Réforme Protestante et les Guerres de Religion","","VALIDATED_HISTORY","2026-03-04T07:23:47.202153+00:00"
558,"Excommunication d'Élisabeth I par le pape","Le 25 février 1570, le pape Pie V excommunie la reine Élisabeth I par la bulle Regnans in Excelsis, déclarant ses sujets catholiques déliés de toute obéissance envers elle.",1570,"La Réforme Protestante et les Guerres de Religion","","VALIDATED_HISTORY","2026-03-04T07:23:47.202153+00:00"
559,"Publication de la Bible en allemand par Luther","En septembre 1534, Martin Luther achève la traduction complète de la Bible en allemand. Cette œuvre unifie la langue allemande et diffuse massivement les idées protestantes.",1534,"La Réforme Protestante et les Guerres de Religion","","VALIDATED_HISTORY","2026-03-04T07:23:47.202153+00:00"
560,"Bataille de la Montagne Blanche","Le 8 novembre 1620, les forces catholiques de la Ligue battent les protestants bohémiens près de Prague, mettant fin à la révolte bohémienne et renforçant la domination des Habsbourg.",1620,"La Réforme Protestante et les Guerres de Religion","","VALIDATED_HISTORY","2026-03-04T07:23:47.202153+00:00"
561,"Édit de Restitution de Ferdinand II","Le 6 mars 1629, l'empereur Ferdinand II promulgue l'Édit de Restitution, ordonnant la restitution aux catholiques des biens ecclésiastiques sécularisés depuis 1552, exacerbant les tensions religieuses.",1629,"La Réforme Protestante et les Guerres de Religion","","VALIDATED_HISTORY","2026-03-04T07:23:47.202153+00:00"
562,"Entrée en guerre de la Suède dans la guerre de Trente Ans","En juillet 1630, le roi Gustave II Adolphe de Suède débarque en Poméranie avec son armée, changeant le cours de la guerre de Trente Ans en faveur des protestants.",1630,"La Réforme Protestante et les Guerres de Religion","","VALIDATED_HISTORY","2026-03-04T07:23:47.202153+00:00"
563,"Paix de Prague mettant fin à la phase allemande","Le 30 mai 1635, la paix de Prague est signée entre l'empereur Ferdinand II et la plupart des princes protestants allemands, tentant de mettre fin aux conflits internes de l'Empire.",1635,"La Réforme Protestante et les Guerres de Religion","","VALIDATED_HISTORY","2026-03-04T07:23:47.202153+00:00"
564,"Ouverture des négociations de paix à Münster et Osnabrück","En décembre 1644, s'ouvrent officiellement les congrès de paix dans les villes westphaliennes de Münster et Osnabrück, réunissant pour la première fois une grande conférence diplomatique européenne.",1644,"La Réforme Protestante et les Guerres de Religion","","VALIDATED_HISTORY","2026-03-04T07:23:47.202153+00:00"
565,"Première démonstration publique du télégraphe électrique (Morse)","Le 24 mai 1844, Samuel Morse envoie le premier message télégraphique officiel 'What hath God wrought' entre Washington et Baltimore, inaugurant l'ère des communications électriques.",1844,"L'Ère de la Communication de Masse : Du Télégraphe à l'Avènement d'Internet","","VALIDATED_HISTORY","2026-03-04T07:23:47.202153+00:00"
566,"Mise en service du câble télégraphique transatlantique permanent","Le 27 juillet 1866, le Great Eastern pose avec succès un câble télégraphique durable entre l'Irlande et Terre-Neuve, établissant une liaison permanente entre les deux continents.",1866,"L'Ère de la Communication de Masse : Du Télégraphe à l'Avènement d'Internet","","VALIDATED_HISTORY","2026-03-04T07:23:47.202153+00:00"
567,"Première liaison téléphonique entre Paris et Bruxelles","En mars 1887, une ligne téléphonique internationale est établie entre Paris et Bruxelles, marquant le début des communications téléphoniques transfrontalières en Europe.",1887,"L'Ère de la Communication de Masse : Du Télégraphe à l'Avènement d'Internet","","VALIDATED_HISTORY","2026-03-04T07:23:47.202153+00:00"
568,"Inauguration du réseau téléphonique de Paris","En 1879, la Société Générale des Téléphones installe le premier réseau téléphonique parisien, connectant les premiers abonnés français à ce nouveau moyen de communication.",1879,"L'Ère de la Communication de Masse : Du Télégraphe à l'Avènement d'Internet","","VALIDATED_HISTORY","2026-03-04T07:23:47.202153+00:00"
569,"Première liaison télégraphique entre l'Europe et l'Inde","En 1865, le câble télégraphique reliant l'Europe à l'Inde via la Perse est achevé, réduisant le délai de transmission des messages de plusieurs semaines à quelques heures.",1865,"L'Ère de la Communication de Masse : Du Télégraphe à l'Avènement d'Internet","","VALIDATED_HISTORY","2026-03-04T07:23:47.202153+00:00"
570,"Première émission de voix humaine par radio","Le 24 décembre 1906, Reginald Fessenden diffuse depuis Brant Rock (Massachusetts) la première émission radiophonique incluant de la voix et de la musique. Des opérateurs radio en mer captent ce signal historique.",1906,"L'Ère de la Communication de Masse : Du Télégraphe à l'Avènement d'Internet","","VALIDATED_HISTORY","2026-03-04T07:23:47.202153+00:00"
571,"Création de la BBC Radio","Le 1er janvier 1927, la British Broadcasting Corporation (BBC) reçoit sa charte royale et devient une société publique indépendante. Elle s'impose rapidement comme un modèle mondial de radiodiffusion de service public.",1927,"L'Ère de la Communication de Masse : Du Télégraphe à l'Avènement d'Internet","","VALIDATED_HISTORY","2026-03-04T07:23:47.202153+00:00"
572,"Diffusion radiophonique de 'La Guerre des Mondes' (Orson Welles)","Le 30 octobre 1938, Orson Welles diffuse sur CBS une adaptation radiophonique de 'La Guerre des Mondes' présentée comme un bulletin d'information réel. L'émission provoque une panique collective aux États-Unis.",1938,"L'Ère de la Communication de Masse : Du Télégraphe à l'Avènement d'Internet","","VALIDATED_HISTORY","2026-03-04T07:23:47.202153+00:00"
