id,current_title,current_date,current_description,status,result_bucket,original_decision,model_decision,proposed_title,proposed_date_iso,confidence,evidence_level,reasoning_short,recommendation,delete_reason,final_decision,reclassification_reason
10409bb1-8135-4fc6-bbf7-07a1ef4bd01f,Extension des centres d'apprentissage de l'Éducation nationale,1950-01-01,"Dans la France de l'après-guerre, l'extension des centres d'apprentissage de l'Éducation nationale en 1950 s'inscrit dans un effort de reconstruction et de modernisation du pays, visant à former une main-d'œuvre qualifiée pour l'industrie et l'artisanat. Le gouvernement, sous la direction de figures comme Pierre Mendès France, met l'accent sur la formation professionnelle pour répondre aux besoins économiques croissants.",INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,REVIEW,KEEP_ACCEPTABLE,,,0.6,C,"La description mentionne 1950, ce qui suggère une date plausible, mais sans source externe fiable, le niveau de preuve reste faible. Le titre est acceptable.","Conserver l'événement avec la date actuelle, mais continuer à chercher des sources plus solides pour confirmer la date de 1950.",,REVIEW,Cas conservé en revue manuelle après application des règles éditoriales renforcées.
0608f05b-687e-4b03-9cbe-c685eb0202be,Création du franc,1360-01-01,"En 1360, le roi Jean II crée le franc, nouvelle monnaie destinée à payer sa rançon après sa capture à la bataille de Poitiers.",INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,REVIEW,UPDATE_DATE,Création du franc,1360-12-05,0.9,B,La date du 5 décembre 1360 correspond à la date de l'ordonnance royale créant le franc. La description est cohérente avec cet événement.,Mettre à jour la date avec la date précise de l'ordonnance.,,REVIEW,Cas conservé en revue manuelle après application des règles éditoriales renforcées.
9d7512e1-b566-45d0-b4f5-c5b593619acb,Achèvement des fresques de Signorelli à Orvieto,1504-01-01,"Luca Signorelli achève son chef-d'œuvre monumental dans la Chapelle San Brizio de la cathédrale d'Orvieto, un cycle de fresques sur le Jugement dernier commandé en 1499 par les autorités de la ville. Ces fresques représentent l'apogée du style de la Haute Renaissance toscane.",INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,REVIEW,REVIEW,,,0,C,La date de 1504 pour l'achèvement des fresques n'est pas confirmée par les sources fournies. Il faut des sources plus spécifiques sur l'œuvre de Signorelli à Orvieto.,Rechercher des sources d'histoire de l'art ou des biographies de Luca Signorelli qui confirment la date d'achèvement des fresques dans la chapelle San Brizio à Orvieto.,,REVIEW,Cas conservé en revue manuelle après application des règles éditoriales renforcées.
55eabf66-7b32-4c6f-80ee-1784f306f777,Premier moulin à papier en France,1320-01-01,"En 1320, le premier moulin à papier de France est établi à Troyes, marquant le début de l'industrie papetière française.",INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,REVIEW,REVIEW,,,0,C,La date de 1320 pour le premier moulin à papier en France n'est pas confirmée par les sources disponibles. L'article Wikipedia sur les moulins à papier ne mentionne pas de date précise pour l'établissement du premier moulin en France.,Rechercher des sources supplémentaires pour confirmer l'année exacte de l'établissement du premier moulin à papier en France. Vérifier si Troyes est bien le lieu de ce premier moulin. Consulter des ouvrages spécialisés sur l'histoire de l'…,,REVIEW,Cas conservé en revue manuelle après application des règles éditoriales renforcées.
ef583ac5-6641-4752-8944-ee2df754ecd6,Affaire des diamants de Bokassa,1975-01-01,"En 1975, les relations entre la France et la République centrafricaine, dirigée par le président Jean-Bedel Bokassa, sont étroites. Valéry Giscard d'Estaing, alors président français, cultive une amitié personnelle avec Bokassa, qui offre régulièrement des cadeaux, dont des diamants.",INSUFFICIENT_EVIDENCE,absence_de_singularite,REVIEW,UPDATE_DATE,Déclenchement de l'affaire des diamants de Bokassa,1979-10-01,0.9,A,"La date actuelle (1975) correspond au début des relations entre Bokassa et Giscard d'Estaing, mais l'affaire éclate en octobre 1979 suite aux révélations du Canard enchaîné. La description doit être cohérente avec la date de début du scandale.",Réécrire la description sur les révélations d'octobre 1979 avant toute application.,,REVIEW,"Titre et date recentrés sur le déclenchement public du scandale, mais la description doit être réécrite pour rester cohérente."
b4f257b1-a87e-49fa-a01e-88b88c2af356,Rattachement du Comté de Toulouse,1271-01-01,"En 1271, le Comté de Toulouse est officiellement rattaché au Royaume de France sous le règne de Philippe III. Cet événement crucial renforce le pouvoir royal et consolide le territoire français.",INSUFFICIENT_EVIDENCE,preuve_insuffisante,REVIEW,UPDATE_DATE,Rattachement du comté de Toulouse au royaume de France,1271-12-04,0.8,B,Le rattachement du comté de Toulouse au royaume de France a eu lieu en décembre 1271. La date précise est le 4 décembre 1271 (source : https://www.herodote.net/4_decembre_1271-evenement-12711204.htm).,Vérifier la cohérence de la description avec la date précise du 4 décembre 1271.,,REVIEW,Cas conservé en revue manuelle après application des règles éditoriales renforcées.
e83d4de0-7130-4b29-bb72-f7053ae8e836,Marco Polo quitte la Chine,1292-01-01,"En 1292, Marco Polo, après 17 ans au service de Kubilai Khan, quitte la Chine avec sa famille et une escorte, à bord de jonques, pour escorter la princesse mongole Kökötchin jusqu'à son futur époux, le ilkhan de Perse, Ghazan. Ce voyage marque la fin de son long séjour en Asie et le début de son retour vers Venise.",INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,REVIEW,REVIEW,,,0,C,La date exacte du départ de Marco Polo de Chine est incertaine et nécessite une vérification plus approfondie. Les sources actuelles sont insuffisantes pour confirmer la date.,Effectuer une recherche approfondie dans des sources historiques fiables pour confirmer la date exacte du départ de Marco Polo de Chine.,,REVIEW,Cas conservé en revue manuelle après application des règles éditoriales renforcées.
82cb2477-f2bd-46a9-a0d9-bef43e2bc6ac,Invention du haut fourneau en Chine,1068-01-01,"En 1068, la Chine révolutionne la métallurgie avec l'invention du haut fourneau. Cette innovation cruciale permet une production massive de fonte, stimulant l'économie et renforçant la puissance militaire de l'empire Song.",INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,REVIEW,UPDATE_DATE,,,0.8,B,La date précise de 1068 n'est pas confirmée par la source Wikipédia. L'article indique un usage dès le Ier siècle. Il est donc préférable de supprimer la date.,Remove the specific date as the invention of the blast furnace in China occurred earlier than 1068. The description should be updated to reflect the broader timeframe.,,REVIEW,Cas conservé en revue manuelle après application des règles éditoriales renforcées.
d9315af5-48f2-4098-9335-00a5f3cd6ecc,Signature des accords d'assistance mutuelle franco-américains,1951-01-01,"Les accords d'assistance mutuelle franco-américains de 1951 s'inscrivent dans le contexte de la Guerre Froide et de la création de l'OTAN. Ils visaient à renforcer la sécurité collective et la coopération militaire entre la France et les États-Unis face à la menace soviétique, avec des figures clés comme Dean Acheson (Secrétaire d'État américain) et Robert Schuman (Ministre des Affaires étrangères français) impliquées.",INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,REVIEW,REVIEW,,,0,C,The previous audit couldn't confirm the date. No new sources were provided to confirm the date. Requires a human review to find reliable sources to confirm the date of the event.,"Provide reliable sources that explicitly mention the date of the ""Signature des accords d'assistance mutuelle franco-américains"".",,REVIEW,Cas conservé en revue manuelle après application des règles éditoriales renforcées.
935b235c-67c9-45e8-be8c-56217eee2ab6,Proclus succède à Plutarque à l'Académie,0437-01-01,"En 437, Proclus, philosophe néoplatonicien, succède à Plutarque à la tête de l'Académie d'Athènes. Il y enseigne la philosophie de Platon et de Plotin et devient l'un des principaux représentants du néoplatonisme tardif. Proclus est l'auteur de nombreux commentaires sur les œuvres de Platon et d'Aristote, ainsi que d'un ouvrage original intitulé « Éléments de théologie ». Il meurt en 485 à Athènes.",INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,REVIEW,REVIEW,,,0,C,"L'année de succession de Proclus à Plutarque à l'Académie n'est pas confirmée par les sources disponibles. L'information est potentiellement correcte, mais nécessite une vérification plus approfondie.",Rechercher des sources fiables qui confirment l'année de la succession de Proclus à l'Académie d'Athènes.,,REVIEW,Cas conservé en revue manuelle après application des règles éditoriales renforcées.
5f43c90b-7188-42d3-846e-c0d6eaaf84ea,Fondation de la Société de la paix de New York,1815-01-01,"Après la guerre de 1812, des pacifistes fondent la New York Peace Society. Un élan novateur pour promouvoir la paix et l'arbitrage international, loin des conflits armés.",INSUFFICIENT_EVIDENCE,preuve_insuffisante,REVIEW,REVIEW,,,0,C,La date de fondation de la Société de la paix de New York n'est pas confirmée par des sources fiables. Nécessite une vérification humaine pour trouver des sources.,Rechercher des sources externes (autres que Wikipédia et Wikidata) confirmant la date de fondation de la Société de la paix de New York.,,REVIEW,Cas conservé en revue manuelle après application des règles éditoriales renforcées.
e947d6e2-bd86-436a-8b92-23ca92b30fb7,"Tortuga, repaire de pirates",1630-01-01,"Dès 1630, l'île de la Tortue devient un refuge notoire pour les pirates et flibustiers, principalement français, anglais et hollandais. Cette plaque tournante de la piraterie conteste la domination espagnole dans les Caraïbes et perturbe le commerce maritime.",INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,REVIEW,KEEP_ACCEPTABLE,"Tortuga, repaire de pirates",1630-01-01,0.6,C,"L'information de 1630 comme début de l'établissement de Tortuga comme repaire de pirates est plausible, mais difficile à confirmer avec des sources directes et fiables. On garde l'entrée avec un niveau de confiance faible.",Conserver l'entrée avec un niveau de confiance faible. Rechercher des sources plus solides confirmant l'année exacte.,,REVIEW,Cas conservé en revue manuelle après application des règles éditoriales renforcées.
59e3565f-f6bb-40ec-96a4-5916ee861bf2,Naissance de Jésus,0001-01-01,"La naissance de Jésus se situe dans un contexte de domination romaine sur la Judée, sous le règne de l'empereur Auguste et du roi Hérode le Grand. Les tensions entre les populations juives et l'autorité romaine étaient palpables, avec des attentes messianiques fortes.",INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,REVIEW,REVIEW,Naissance de Jésus,,0.5,C,La date de naissance de Jésus est incertaine et sujette à débat historiographique. L'année 0001 est arbitraire et non sourcée. Nécessite une expertise historique.,"Nécessite une expertise historique pour déterminer si une année peut être raisonnablement inférée malgré le débat historiographique. Pour l'instant, aucune année ne peut être confirmée.",,REVIEW,Cas conservé en revue manuelle après application des règles éditoriales renforcées.
e8a3c52b-4cff-4466-ac1b-674f7e47bef6,Première exposition Gutai à Tokyo,1955-01-01,"Le groupe d'avant-garde Gutai, fondé par Jiro Yoshihara à Osaka, organise sa première exposition majeure à l'Ohara Kaikan de Tokyo, présentant des œuvres révolutionnaires mêlant performance et matérialité. Cette exposition marque l'émergence d'un art japonais post-guerre radicalement nouveau.",INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,REVIEW,REVIEW,,,0.5,C,La date de la première exposition Gutai à Tokyo n'est pas confirmée. Les sources actuelles ne permettent pas de valider la date de 1955-01-01.,Rechercher des sources fiables qui confirment la date de la première exposition Gutai à Tokyo.,,REVIEW,Cas conservé en revue manuelle après application des règles éditoriales renforcées.
810a14a7-5969-4513-aaff-c82be51ab8a2,Mise en place de mesures économiques en France pour stabiliser les finances face au premier choc pétrolier,1974-01-01,"Suite au premier choc pétrolier de 1973, le gouvernement français, sous la présidence de Georges Pompidou puis de Valéry Giscard d'Estaing et avec le Premier ministre Jacques Chirac, initie une politique de rigueur économique visant à maîtriser l'inflation et réduire le déficit commercial. Cette politique se traduit par des mesures d'austérité budgétaire et un contrôle des salaires.",INSUFFICIENT_EVIDENCE,absence_de_singularite,REVIEW,UPDATE_TITLE,Politique de rigueur économique en France suite au premier choc pétrolier,,0.8,B,The original title describes a process rather than a specific event. The proposed title is more concise and focuses on the policy itself. The description supports this change.,"Update the title to reflect the policy itself. Keep the date as is, as it represents the beginning of the policy implementation.",,REVIEW,Cas conservé en revue manuelle après application des règles éditoriales renforcées.
f4239b6d-9678-432b-819d-82518ef81b49,Invention du bathyscaphe par Auguste Piccard,1948-01-01,"En 1948, Auguste Piccard invente le bathyscaphe, un submersible révolutionnaire. Cet appareil permit d'explorer les profondeurs océaniques comme jamais auparavant, ouvrant une nouvelle ère dans l'exploration scientifique marine.",INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,REVIEW,UPDATE_TITLE,Invention du bathyscaphe,1948-01-01,0.8,B,The title is more concise and standard without mentioning Auguste Piccard. The date remains consistent with the description.,Keep the event with the updated title. Verify the exact date of the invention with more specific sources if possible.,,REVIEW,Cas conservé en revue manuelle après application des règles éditoriales renforcées.
9eb12c14-dc74-4848-bc79-d987730493e3,Premier hôpital psychiatrique de Valence en Espagne,1409-01-01,"La construction du premier hôpital psychiatrique à Valence en 1409 témoigne d'une prise de conscience progressive des problèmes de santé mentale. Cet établissement, bien que rudimentaire selon les normes modernes, a marqué une étape importante dans la prise en charge des personnes souffrant de troubles mentaux.",INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,REVIEW,REVIEW,,,0,C,"La date de 1409 pour la fondation du premier hôpital psychiatrique à Valence n'est pas confirmée par les sources actuelles. Les sources disponibles concernent la bibliothèque publique de Valence, située dans l'ancien hôpital, mais ne fournissent pas d'informations sur la date de fondation de l'hôpital lui-même.","Rechercher des sources fiables (articles académiques, ouvrages d'histoire de la médecine, archives hospitalières) qui confirment la date de fondation du premier hôpital psychiatrique à Valence.",,REVIEW,Cas conservé en revue manuelle après application des règles éditoriales renforcées.
7a3518d2-3acf-40f1-85f6-c80d61153a13,Création de l'Université de Barcelone par Alphonse V,1449-01-01,"Alphonse V d'Aragon, dit le Magnanime, établit l'Estudi General (Université) de Barcelone par privilège royal, consolidant ainsi le rayonnement intellectuel de la Couronne d'Aragon en plein âge d'or catalan. Cette fondation s'inscrit dans le mouvement humaniste méditerranéen, alors que Barcelone est un centre commercial majeur.",INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,REVIEW,UPDATE_BOTH,Fondation de l'Université de Barcelone,1842-01-01,0.9,A,"La date de fondation communément admise est 1842, contredisant la description actuelle qui mentionne Alphonse V (XVème siècle). Le titre est plus clair sans mentionner Alphonse V.",Modifier la description pour qu'elle corresponde à la date de fondation de 1842.,,REVIEW,Cas conservé en revue manuelle après application des règles éditoriales renforcées.
bead95cd-38cd-40c0-8ffb-f07ca64f04ce,Grande famine en Irlande,1845-01-01,"La Grande Famine, tragédie irlandaise du XIXe siècle, décima la population et bouleversa le pays. La dépendance à la pomme de terre et la politique britannique sont au cœur de ce désastre aux conséquences durables.",INSUFFICIENT_EVIDENCE,absence_de_singularite,REVIEW,UPDATE_TITLE,Grande famine irlandaise,1845-01-01,0.9,A,"Le titre actuel est ambigu car il existe plusieurs grandes famines. Le terme ""Grande famine irlandaise"" est plus spécifique et courant.","Remplacer le titre par ""Grande famine irlandaise"" pour plus de clarté et de précision.",,REVIEW,Cas conservé en revue manuelle après application des règles éditoriales renforcées.
f4b673eb-a5dd-4564-b45c-2bda000f9cad,Retrait massif des Normands à la suite d'une importante famine,0892-01-01,"En 892, une famine sévère frappe le nord de la France, exacerbée par les raids incessants des Vikings et les troubles politiques. Les Normands, installés dans la région depuis plusieurs années, sont particulièrement touchés et décident de se retirer massivement vers d'autres territoires moins éprouvés, notamment vers l'Angleterre.",INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,REVIEW,UPDATE_TITLE,Retrait des Normands de France,0892-01-01,0.8,B,"Le titre précédent était trop long et contenait une date. La famine est la cause, mais le retrait est l'événement principal. Simplification du titre pour plus de clarté.","Vérifier si d'autres événements similaires de retrait des Normands ont eu lieu en France à d'autres dates. Si oui, il faudra envisager une formulation plus générale ou un regroupement.",,REVIEW,Cas conservé en revue manuelle après application des règles éditoriales renforcées.
7ff1e23b-29cd-4822-9680-b56d9f3176b3,Invention du gouvernail d'étambot en Chine,1180-01-01,"1180 : La Chine révolutionne la navigation avec le gouvernail d'étambot ! Manœuvrabilité accrue, navires plus grands... Une innovation qui propulse la puissance maritime chinoise et influence le monde.",INSUFFICIENT_EVIDENCE,retrieval_insuffisant,REVIEW,REVIEW,,,0.5,C,"La date et le lieu de l'invention sont plausibles, mais nécessitent une vérification plus approfondie. La source actuelle est insuffisante pour confirmer l'information.",Rechercher des sources plus directes et fiables qui confirment l'année exacte de l'invention du gouvernail d'étambot en Chine. Vérifier si d'autres sources mentionnent cette invention et sa date.,,REVIEW,Cas conservé en revue manuelle après application des règles éditoriales renforcées.
3cb99d26-30dd-4db0-8b94-8357e4987abd,Grande sécheresse de l'Adrar,1388-01-01,"La grande sécheresse de l'Adrar en 1388 a dévasté la région de l'Adrar en Mauritanie, entraînant famine et déplacements de populations. Les tribus nomades Sanhadja, déjà fragilisées par les conflits internes et la pression des Almoravides, furent particulièrement touchées.",INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,REVIEW,REVIEW,,,0,C,La date de 1388 pour la sécheresse de l'Adrar n'est pas confirmée par les sources disponibles. Il faut trouver une source fiable qui confirme cette date.,Rechercher des sources fiables confirmant la date de 1388 pour la sécheresse de l'Adrar.,,REVIEW,Cas conservé en revue manuelle après application des règles éditoriales renforcées.
df90806a-c1da-43c4-9ac1-3d0173941697,Prise de Kiev par Oleg,0882-01-01,"En 882, Oleg s'empare de Kiev, marquant la naissance de la Rus' de Kiev. Cet événement crucial unifie les tribus slaves orientales et pose les fondations d'un puissant État médiéval.",INSUFFICIENT_EVIDENCE,preuve_insuffisante,REVIEW,UPDATE_TITLE,Prise de Kiev par Oleg de Novgorod,,0.8,B,"Le titre est amélioré pour préciser qu'il s'agit d'Oleg de Novgorod, ce qui rend l'événement plus univoque. La date est correcte et cohérente avec la description.",Conserver la fiche avec le titre mis à jour. La date est déjà correcte. Rechercher des sources supplémentaires pour renforcer la preuve.,,REVIEW,Cas conservé en revue manuelle après application des règles éditoriales renforcées.
40f6df8f-0528-41b9-8a9d-dd7b470d8d5c,Invention du chronomètre de marine par John Harrison,1759-01-01,"1759 : John Harrison révolutionne la navigation avec son chronomètre de marine. Finis les calculs approximatifs en mer ! Sa précision permet enfin de déterminer la longitude avec exactitude, ouvrant de nouvelles perspectives pour l'exploration et le commerce maritime.",INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,REVIEW,UPDATE_DATE,Invention du chronomètre de marine par John Harrison,1759-01-01,0.7,B,"Bien que le développement ait pris plusieurs années, 1759 est l'année où John Harrison a présenté son chronomètre de marine (H4) qui a réussi les tests de précision en mer. Plusieurs sources confirment cette date comme un jalon important.",Vérifier si 1759 correspond à la date de présentation du H4 ou à une autre étape significative dans le développement du chronomètre.,,REVIEW,Cas conservé en revue manuelle après application des règles éditoriales renforcées.
1efb1855-1400-4912-aec8-0e47d7bf0a21,Prise de Barcelone aux Musulmans d' Espagne,0801-01-01,"Les forces carolingiennes menées par Guillaume de Gellone libèrent Barcelone de la domination musulmane, créant une base stratégique pour la Marche d Espagne.",INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,REVIEW,UPDATE_TITLE,Prise de Barcelone,,0.7,B,"Le titre actuel est maladroit. Le titre ""Prise de Barcelone"" est plus standard et correspond à un événement unique en 801. La description est cohérente avec cet événement.","Vérifier si ""Prise de Barcelone (801)"" est préférable pour éviter toute ambiguïté avec d'autres prises de la ville.",,REVIEW,Cas conservé en revue manuelle après application des règles éditoriales renforcées.
9a8d5824-85ec-4185-a35a-e0e747b5ca98,Edit de Saint-Germain-en-Laye sur la Réforme,1562-01-01,"L'Édit de Saint-Germain, bien que mineur, témoigne de la politique d'apaisement envers les protestants après les guerres de Religion. Il nuance l'Édit de Nantes, cherchant un équilibre fragile dans un royaume encore divisé.",INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,REVIEW,UPDATE_DATE,,1562-01-17,0.8,B,Plusieurs sources concordantes indiquent que l'Édit de Saint-Germain a été promulgué le 17 janvier 1562. La description est cohérente avec cet événement.,Mettre à jour la date avec le 17 janvier 1562.,,REVIEW,Cas conservé en revue manuelle après application des règles éditoriales renforcées.
86066506-ec28-463a-8184-b96052db4fc6,Première école pour filles en Nouvelle-France,1684-01-01,"En 1684, la première école pour filles est établie en Nouvelle-France à Québec par les Ursulines, marquant une étape importante dans l'éducation des femmes en Amérique du Nord.",INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,REVIEW,REVIEW,,,0,C,L'audit précédent a conclu à un manque de preuves concernant la date. Les sources actuelles concernent une école différente. Il faut trouver des sources fiables qui confirment la date de fondation de la première école pour filles en Nouvelle-France.,"Rechercher des sources externes fiables (archives, publications historiques) qui confirment l'année exacte de la fondation de la première école pour filles en Nouvelle-France. Vérifier si l'établissement a un nom officiel.",,REVIEW,Cas conservé en revue manuelle après application des règles éditoriales renforcées.
f8c06080-7210-44f9-8b52-297cd1002025,Plan de modernisation des forces armées françaises,1950-01-01,"Le plan de modernisation des forces armées françaises de 1950, lancé dans le contexte de la Guerre Froide et de la Guerre d'Indochine, visait à restructurer et rééquiper l'armée française, fortement éprouvée par la Seconde Guerre mondiale. Il impliquait des figures clés comme le Ministre de la Défense de l'époque et des généraux chargés de la planification.",INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,REVIEW,REVIEW,,,0,C,"The previous audit and the current sources do not provide sufficient evidence to confirm the date or the existence of a specific 'Plan de modernisation des forces armées françaises' in 1950. The provided Wikipedia articles are about the French Armed Forces in general or the Armed Forces of Haiti, and the Wikidata entr…","Conduct further research to find reliable sources that explicitly mention the 'Plan de modernisation des forces armées françaises' and its launch date. Look for official documents, historical analyses, or academic publications that discuss…",,REVIEW,Cas conservé en revue manuelle après application des règles éditoriales renforcées.
0fedbe14-30e6-471e-83ec-f065996ed1e9,Première de la Messe en si mineur de Bach,1749-01-01,"En 1749 a lieu la première de la Messe en si mineur de Bach, œuvre majeure de la musique sacrée baroque.",INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,REVIEW,REVIEW,,,0,C,La date de première de la Messe en si mineur n'est pas confirmée. Wikipédia ne fournit pas de date précise pour la première représentation. Il faut vérifier d'autres sources.,"Rechercher des sources fiables (musicologiques, biographies de Bach, etc.) qui mentionnent la date de la première de la Messe en si mineur.",,REVIEW,Cas conservé en revue manuelle après application des règles éditoriales renforcées.
062eefb8-6d31-4a83-8a0a-f3bf8b152ae8,Création du RMI : Le Revenu minimum d’insertion est instauré par le gouvernement Rocard,1988-01-01,"Face à la montée du chômage de longue durée et de l'exclusion sociale, le gouvernement de Michel Rocard, avec le soutien de ministres clés comme Jean-Michel Belorgey, instaure le Revenu Minimum d'Insertion (RMI) pour garantir un minimum de ressources et favoriser la réinsertion sociale et professionnelle des personnes les plus démunies. Cette mesure s'inscrit dans une volonté de lutter contre la pauvreté et de renforcer la cohésion sociale.",INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,REVIEW,UPDATE_BOTH,Création du Revenu minimum d'insertion (RMI),1988-12-01,0.9,B,Le titre est amélioré en supprimant la référence au gouvernement Rocard. La date est mise à jour selon la loi du 1er décembre 1988. Le titre est plus clair et précis.,Confirmer la date exacte de la loi du 1er décembre 1988 instaurant le RMI avec une source primaire (Journal Officiel par exemple).,,REVIEW,Cas conservé en revue manuelle après application des règles éditoriales renforcées.
db501852-16b9-4d2c-892b-5823ede2e06e,Découverte de la ville de Dholavira en Inde,1967-01-01,"En 1967, les archéologues découvrent les vestiges de la ville antique de Dholavira en Inde, une cité de la civilisation de la vallée de l'Indus datant de plus de 4 500 ans.",INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,REVIEW,REVIEW,,,0,C,La date de découverte de Dholavira (1967) reste incertaine. Les sources actuelles ne confirment pas cette date avec certitude.,Effectuer une recherche approfondie dans des publications archéologiques ou des articles scientifiques pour confirmer la date de la découverte de Dholavira. Consulter des bases de données archéologiques.,,REVIEW,Cas conservé en revue manuelle après application des règles éditoriales renforcées.
fa932a9d-6d44-4502-9d71-2881ba14b3a3,Saint Louis mène la septième croisade,1248-01-01,"En 1248, Louis IX, roi de France (Saint Louis), lance la septième croisade, motivé par la reconquête de Jérusalem et la protection des lieux saints. L'expédition vise initialement l'Égypte, considérée comme une base stratégique pour attaquer les territoires musulmans en Palestine.",INSUFFICIENT_EVIDENCE,absence_de_singularite,REVIEW,UPDATE_BOTH,Septième croisade,1248-08-28,0.8,B,"L'événement décrit le début de la septième croisade. Le titre est simplifié pour être plus générique et correspondre à l'appellation standard. La date est ajustée pour correspondre au jour du débarquement de Saint Louis à Chypre, point de départ de la croisade.",Mettre à jour le titre et la date pour correspondre au début de la septième croisade.,,REVIEW,Cas conservé en revue manuelle après application des règles éditoriales renforcées.
cde608cc-57ad-4728-9557-5c1937415ba5,Bougainville à Tahiti,1768-01-01,"En 1768, l'arrivée de Bougainville à Tahiti marque un tournant dans l'histoire de l'exploration du Pacifique. Son récit de l'île paradisiaque contribue à alimenter le mythe du 'bon sauvage' et fascine l'Europe.",INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,REVIEW,UPDATE_DATE,Arrivée de Bougainville à Tahiti,1768-04-05,0.8,B,"Plusieurs sources secondaires indiquent une arrivée en avril 1768, avec le 5 avril comme date la plus fréquente. Nécessité de vérifier avec des sources primaires.",Vérifier la date exacte de l'arrivée de Bougainville à Tahiti avec des sources primaires ou des ouvrages d'histoire maritime.,,REVIEW,Cas conservé en revue manuelle après application des règles éditoriales renforcées.
42b4a1a7-740f-44c8-b2d7-62ab8022f608,Achèvement du Manhattan Building,1891-01-01,"L'achèvement du Manhattan Building à Chicago en 1891 marque une étape clé dans l'architecture des gratte-ciel. Ce bâtiment, pionnier de l'école de Chicago, illustre les avancées techniques et l'essor urbain de la fin du XIXe siècle.",INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,REVIEW,REVIEW,,,0,C,L'audit précédent n'a pas trouvé de sources fiables confirmant la date de 1891. Les sources externes fournies concernent le Flatiron Building et ne sont pas pertinentes pour cet événement. Il est nécessaire de trouver des sources fiables pour valider la date et l'événement.,"Effectuer une recherche approfondie pour trouver des sources fiables qui confirment la date d'achèvement du Manhattan Building. Vérifier les archives d'architecture, les journaux de Chicago de l'époque, et les bases de données d'histoire d…",,REVIEW,Cas conservé en revue manuelle après application des règles éditoriales renforcées.
758698d8-b991-4de4-8d4d-72ad7bfd03ca,Construction du phare d'Alexandrie,0290-01-01,"Le phare d'Alexandrie, une prouesse d'ingénierie antique, guida les navires pendant des siècles. Commandé par Ptolémée II et conçu par Sostrate de Cnide, il était l'une des Sept Merveilles du monde.",INSUFFICIENT_EVIDENCE,absence_de_singularite,REVIEW,UPDATE_DATE,,0294-01-01,0.9,B,La construction a duré environ 15 ans (299-289 AEC). La date médiane de 294 AEC est une approximation raisonnable.,Mettre à jour la date avec la date médiane approximative de 294 AEC.,,REVIEW,Cas conservé en revue manuelle après application des règles éditoriales renforcées.
81232f9d-a49a-4859-880b-cad8ed99c4ed,Première cartographie de la dorsale médio-atlantique,1953-01-01,"En 1953, des scientifiques cartographient en détail la dorsale médio-atlantique, découverte majeure confirmant la théorie de la dérive des continents.",INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,REVIEW,KEEP_ACCEPTABLE,Cartographie de la dorsale médio-atlantique,1953-01-01,0.6,C,"Le titre est simplifié pour être plus générique et correspond à l'événement décrit. La date est conservée car elle est mentionnée dans la description, mais sans source externe, le niveau de confiance reste faible.",Rechercher des sources externes pour confirmer la date de la cartographie de la dorsale médio-atlantique.,,REVIEW,Cas conservé en revue manuelle après application des règles éditoriales renforcées.
4419ba3c-2f34-4064-8acd-7978f720c9f2,Premier établissement permanent des Vikings en Islande,0874-01-01,"Le colon norvégien Ingolfur Arnarson s installe sur le site de l actuelle Reykjavik, marquant le début du peuplement viking organisé de l Islande.",INSUFFICIENT_EVIDENCE,preuve_insuffisante,REVIEW,KEEP_ACCEPTABLE,Établissement viking en Islande,0874-01-01,0.6,C,"La description correspond à l'établissement d'Ingolfur Arnarson à Reykjavik en 874, mais la source Wikidata donne 900. L'absence de sources solides et concordantes justifie un niveau de confiance faible.",Chercher des sources plus fiables pour confirmer la date exacte de l'établissement viking initial en Islande.,,REVIEW,Cas conservé en revue manuelle après application des règles éditoriales renforcées.
