id,titre,date_in_db,date_candidate,precision,status,result_bucket,confidence,needs_human_review,recommendation,matched_article_fr,matched_article_en,wikidata_id
a1503742-d7bb-41c3-855d-7b81ef22383e,Création de la NBA Development League,2001-01-01,,,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,0,true,Rechercher des sources fiables qui mentionnent la date de création de la NBA Development League.,,,Q29996625
ff612cf8-77ad-4060-8b3c-b914aeaa6c41,Installation de la cour de Louis XIV à Versailles,1682-05-06,1682-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0.8,false,No changes needed.,,,Q7742
215b2043-cc69-47d3-8555-2d20726ce9d3,Début du premier siège arabe de Constantinople,0674-01-01,0674-01-01,year,CONFIRMED,confirme,1,false,Confirmer la date de 674 comme début du premier siège arabe de Constantinople.,https://fr.wikipedia.org/wiki/Si%C3%A8ge_de_Constantinople_(674-678),,Q399482
7c985eed-ccfa-4fc9-8db6-3b41923d7ca3,Début du règne de Kubilai Khan en Chine,1260-01-01,1260-01-01,year,CONFIRMED,confirme,0.9,false,No change needed.,Kubilai Khan,,Q7523
59394339-31cb-41ea-8817-4c907f7c145c,Formation de la Ligue d'Augsbourg,1686-01-01,1686-01-01,year,CONFIRMED,confirme,0.9,false,Confirmer la date de 1686.,https://fr.wikipedia.org/wiki/Ligue_d%27Augsbourg,,Q577559
12b7620c-2b27-4913-a953-8a06b624fcbe,Premier café public à Venise,1647-05-17,1647-01-01,year,LIKELY_CORRECT,preuve_externe_faible,0,false,Rechercher des sources externes fiables qui confirment l'année de l'ouverture du premier café public à Venise.,,,Q8486
fcd57724-0cde-4abc-984b-bc1288619e72,Publication de Gulliver's Travels,1726-01-01,1726-01-01,year,CONFIRMED,confirme,0.9,false,Confirmer la date de publication de Gulliver's Travels comme étant 1726.,,https://en.wikipedia.org/wiki/Gulliver%27s_Travels,Q181488
9851db23-57e5-4ac1-bf13-a7c18c330f57,Lucrèce Borgia épouse Giovanni Sforza,1493-01-01,1493-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0.8,false,Confirmer l'événement avec l'année 1493.,https://fr.wikipedia.org/wiki/Lucr%C3%A8ce_Borgia,,Q191103
e947d6e2-bd86-436a-8b92-23ca92b30fb7,"Tortuga, repaire de pirates",1630-01-01,,,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,0,true,Rechercher des sources historiques confirmant l'année exacte où Tortuga est devenue un repaire de pirates.,,,Q194318
fea241b6-8eb0-46f4-8d3f-a4dddc9e7154,Affaire Bettencourt,2007-01-01,,,INSUFFICIENT_EVIDENCE,absence_de_singularite,0,true,"Reject. The title refers to an affair, which is a period, not a single event in a single year. More specific sources are needed to pinpoint a specific year.",,,Q123482611
9987fcd1-3cd5-455f-8afd-6e98d8e838f7,Bataille d'Austerlitz,1805-01-01,1805-01-01,year,CONFIRMED,confirme,0.9,false,Aucune.,wikipedia_fr_article,wikipedia_en_article,Q134114
e4c20d77-4e0d-4425-9f5e-cbd056d5aa9b,Séisme de San Francisco,1906-01-01,1906-01-01,year,CONFIRMED,confirme,0.9,false,Confirmer la date de 1906.,Séisme de 1906 à San Francisco,,Q211386
0960dca4-b86f-4733-98a1-9982c5519e44,Création de la Banque de France,1800-01-01,1800-01-01,year,CONFIRMED,confirme,0.9,false,No changes needed.,wikipedia_fr_article,wikipedia_en_article,Q806950
265aca8d-a470-4ac4-b37e-4d62f905659b,Siège de Mézières (Bayard),1521-01-01,1521-01-01,year,CONFIRMED,confirme,1,false,Confirmer la date de 1521.,wikipedia_fr_article,wikipedia_en_article,Q7879248
24789949-02df-45af-ab59-ef2f9bf0d502,Wilhelm Steinitz devient champion du monde d'échecs,1886-01-01,,,INSUFFICIENT_EVIDENCE,preuve_insuffisante,0,true,Rechercher des sources externes fiables qui confirment l'année exacte où Wilhelm Steinitz est devenu champion du monde d'échecs.,,,Q718
ab5c9d45-f227-4f35-8975-9859538d090f,L'Italie rejoint la Triple-Entente,1915-01-01,,,INSUFFICIENT_EVIDENCE,retrieval_insuffisant,0,true,Fournir des sources externes fiables pour confirmer l'année exacte de l'événement.,,,
40720f12-0b9b-4ecd-ba27-3f303c5558d7,Libération de Louis IV d'Outremer,0946-01-01,0946-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0.8,false,No change needed.,Louis IV d'Outremer,,Q193658
3a0f3ecf-45fd-4711-961c-cb1fcf365da1,Création de l'ONU,1945-10-24,1945-01-01,year,CONFIRMED,confirme,0.9,false,Aucune.,https://fr.wikipedia.org/wiki/Cr%C3%A9ation_de_l%27Organisation_des_Nations_unies,,Q3006103
fbcbe122-4ab8-479f-89de-caea165a50fc,Arrestation de Pinochet (Londres),1998-01-01,1998-01-01,year,CONFIRMED,confirme,0.9,false,No change needed.,wikipedia_fr_article,wikipedia_en_article,Q368
ed6eba11-acbf-48bb-a65f-e6ce1bceccfb,Début de la construction du Palais des Papes à Avignon,1335-01-01,1335-01-01,year,CONFIRMED,confirme,0.9,false,None,wikipedia_fr_article,wikipedia_en_article,Q143463
9b173b03-040d-4220-8527-7e8cb178fa4e,Fondation de la République populaire de Chine,1949-01-01,1949-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0.8,false,No change needed.,,,Q13426199
fb19ea34-ee9a-4bed-91e0-65da2d10d716,Réapparition de la frappe privée de monnaie,0884-01-01,,,INSUFFICIENT_EVIDENCE,retrieval_insuffisant,0,true,"Rechercher des sources externes (articles historiques, publications académiques) qui confirment la réapparition de la frappe privée de monnaie en France en 884.",,,
014696a7-978e-42eb-8fe7-bd481339640e,Mort de Georges Pompidou,1974-01-01,1974-01-01,year,CONFIRMED,confirme,1,false,No change needed.,wikipedia_fr_article,wikipedia_en_article,Q2185
8eb51fc1-fc73-4890-93c4-dbc040662ae6,Loi Évin sur le tabac et l’alcool,1991-01-01,1991-01-01,year,CONFIRMED,confirme,1,false,Aucune modification nécessaire.,https://fr.wikipedia.org/wiki/Loi_%C3%89vin,,Q1191696
070f82b3-a38c-43a6-bad5-d825c65b3c0c,Grave accident ferroviaire après une période de grèves majeures en France,1947-01-01,1947-01-01,year,LIKELY_CORRECT,preuve_externe_faible,0.5,false,Rechercher des sources externes pour confirmer l'année de l'accident ferroviaire d'Agny.,,,
408417b7-68c4-4950-8e00-455003dae48f,Andrea Palladio commence à construire la Villa Godi,1537-01-01,1537-01-01,year,LIKELY_CORRECT,preuve_externe_faible,0,false,Ajouter des sources externes fiables pour confirmer l'année de début de la construction de la Villa Godi.,,,
a321e96d-12f2-488d-aa15-2c34a23b97b7,Chute des cours à la Bourse de Paris après le krach de Wall Street,1929-01-01,1929-01-01,year,CONFIRMED,confirme,0.9,false,No changes needed.,Krach de 1929,,Q201684
ec21202b-d3a0-419c-801f-5a3d0980d07d,Premiers congés payés,1936-06-20,1936-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0.8,false,Vérifier avec d'autres sources l'année exacte de l'instauration des congés payés en France.,https://fr.wikipedia.org/wiki/Cong%C3%A9s_pay%C3%A9s,,Q5338673
69cbb6c6-ebc2-4660-9382-cafd8e3bbfe8,Signature du Concordat entre Napoléon Bonaparte et le Pape Pie VII,1801-07-15,1801-01-01,year,CONFIRMED,confirme,0.9,false,No changes needed.,wikipedia_fr_article,wikipedia_en_article,Q1428015
d3afbbc2-f7ce-4e6e-a649-e8c732ce9695,Sac de Lyon par les Sarrasins,0842-01-01,0842-01-01,year,LIKELY_CORRECT,preuve_externe_faible,0.8,false,Aucune.,,,Q8250
010b52a1-c05e-4a97-b7fe-73067d688fc9,"Eusebio, meilleur buteur de la Coupe du monde",1966-01-01,1966-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0.8,false,Confirmer que Eusebio a été le meilleur buteur de la Coupe du Monde en 1966 en utilisant des sources plus directes.,,,Q2086876
a97d624f-e3e5-4cea-b850-05f2654dc381,Lancement de M6,1987-01-01,1987-01-01,year,LIKELY_CORRECT,preuve_externe_faible,0,false,Fournir des sources externes pour confirmer l'année de lancement de M6.,,,
a22e47ef-1327-4812-85b4-f8b3cb65c68b,Description de la variole par Rhazès,0900-01-01,0900-01-01,year,LIKELY_CORRECT,preuve_externe_faible,0.7,false,None,,,Q12214
e088c088-2f1e-4bcf-b68a-5f36113cd761,Règne de Philippe I er,1060-01-01,,,INSUFFICIENT_EVIDENCE,absence_de_singularite,0,true,Rejeter car il s'agit d'une période et non d'un événement ponctuel.,,,
2a4e240b-96cb-4b7d-b754-fae2cfec5869,Rosa Parks refuse de céder sa place,1955-12-01,1955-01-01,year,CONFIRMED,confirme,1,false,No change needed.,https://fr.wikipedia.org/wiki/Rosa_Parks,,Q41921
bf27b690-a99c-47e9-8d5a-760e0e389707,"Leicester City, champion de Premier League",2016-01-01,2016-01-01,year,CONFIRMED,confirme,1,false,Confirm the date as 2016.,wikipedia_fr_article,wikipedia_en_article,Q20647604
6c00fb6e-8d90-42b0-acc9-28d1c394d3c9,Première de La Flûte enchantée de Mozart,1791-01-01,1791-01-01,year,CONFIRMED,confirme,0.9,false,No changes needed.,La Flûte enchantée,,Q5064
b292b1ad-c61a-40e4-9e07-8e046e66540b,Mission Saints Cyrille et Méthode chez Slaves Moravie,0863-01-01,0863-01-01,year,CONFIRMED,confirme,0.9,false,Valider la date de 863 pour la mission de Cyrille et Méthode en Grande-Moravie.,Cyrille et Méthode,,Q239925
68f8fcc5-7756-40dc-8b62-9d0d22e55952,Invasion de la Baie des Cochons,1961-04-17,1961-01-01,year,CONFIRMED,confirme,1,false,No changes needed.,https://fr.wikipedia.org/wiki/D%C3%A9barquement_de_la_baie_des_Cochons,,Q191721
89386505-fd70-4ab4-812b-2b1d9bd0e27f,Bataille de Syrte (Kadhafi),2011-01-01,2011-01-01,year,CONFIRMED,confirme,1,false,No change needed.,https://fr.wikipedia.org/wiki/Bataille_de_Syrte_(2011),,Q2361214
b4ab0eaf-9605-4e8e-a5eb-af180665f3ea,Inauguration du Grand-Théâtre de Bordeaux,1780-01-01,1780-01-01,year,CONFIRMED,confirme,0.9,false,"Confirm the date as April 17, 1780.",wikipedia_fr_article,wikipedia_en_article,Q2809425
6da12255-bbcb-46c5-b518-fe70c6253b1d,Bataille d'El Alamein,1942-01-01,1942-01-01,year,CONFIRMED,confirme,1,false,Confirmer la date de 1942 pour la bataille d'El Alamein.,wikipedia_fr_article,wikipedia_en_article,Q246653
31d08097-666a-4293-ad4c-daa9366e4765,Création de l'Institut d'Égypte au Caire,1798-01-01,1798-01-01,year,CONFIRMED,confirme,0.9,false,Confirmer la date de création de l'Institut d'Égypte comme étant 1798.,Institut d'Égypte,,Q1232190
59e3565f-f6bb-40ec-96a4-5916ee861bf2,Naissance de Jésus,0001-01-01,,,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,0,true,"Nécessite une expertise historique pour déterminer si une année peut être raisonnablement inférée malgré le débat historiographique. Pour l'instant, aucune année ne peut être confirmée.",https://fr.wikipedia.org/wiki/Naissance_de_J%C3%A9sus,,Q3335242
88ad1693-904c-46c0-af09-9a9571f6b04e,Début de la peste de Justinien,0541-01-01,0541-01-01,year,CONFIRMED,confirme,0.9,false,No change needed.,Peste de Justinien,,Q821711
0bb8c12e-7ef6-4be8-b81c-a0e6498348d2,Révolte des Cabochiens,1413-01-01,1413-01-01,year,CONFIRMED,confirme,0.9,false,No change needed.,https://fr.wikipedia.org/wiki/R%C3%A9volte_des_Cabochiens,,Q962676
c5f70b7a-61c9-43ae-9ac1-223d7a5475b6,Droit de vote des femmes en Nouvelle-Zélande,1893-01-01,1893-01-01,year,CONFIRMED,confirme,1,false,Aucune modification nécessaire.,wikipedia_fr_article,,Q3447247
3dcfdafd-f3b8-493c-bc64-dab7b1d1630e,Sacre de Louis XIV,1654-01-01,,,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,0,true,Rechercher des sources externes qui confirment l'année exacte du sacre de Louis XIV.,https://fr.wikipedia.org/wiki/Louis_XIV,,Q7742
6c31df57-8199-41e5-8e47-c63a3fc22d04,"Machiavel écrit ""Le Prince""",1513-01-01,1513-01-01,year,CONFIRMED,confirme,1,false,Aucune modification n'est nécessaire.,https://fr.wikipedia.org/wiki/Le_Prince,,Q131719
158f304f-cd19-4ef5-b607-db921ee4b808,Indépendance du Congo belge,1960-01-01,1960-01-01,year,CONFIRMED,confirme,1,false,Aucune modification nécessaire.,wikipedia_fr_article,,Q213510
276149f6-ed87-4054-ba06-4907d40a7b40,Première utilisation du mot 'scientist',1834-01-01,,,INSUFFICIENT_EVIDENCE,retrieval_insuffisant,0,true,Fournir des sources externes pour confirmer l'année.,,,
ab9bfa20-6c59-43d7-9adf-2ecf4be8892f,Empire des Gaules,0260-01-01,0260-01-01,year,CONFIRMED,confirme,0.9,false,Confirmer la date de 260 comme année de début de l'Empire des Gaules.,https://fr.wikipedia.org/wiki/Empire_des_Gaules,,Q273025
48499af6-0407-419f-a34d-d3dcd220a8b1,Premier réacteur nucléaire contrôlé à Chicago,1942-01-01,1942-01-01,year,CONFIRMED,confirme,0.9,false,Confirmer la date de 1942.,,,Q80877
17a0aedf-3b23-4cfa-928c-bc95c55395fb,Deuxième exposition universelle de Paris,1878-01-01,,,INSUFFICIENT_EVIDENCE,retrieval_insuffisant,0,true,Provide external sources to confirm the year of the event.,,,
b11edd94-9143-4836-8146-310d7a67c63c,Début de l'expédition d'Amundsen au Pôle Sud,1910-06-01,1910-01-01,year,CONFIRMED,confirme,1,false,No change needed.,Expédition Amundsen,,Q8414
e58ac95f-ffc6-4d7d-bbb7-9cec98e395a0,Promulgation de la Constitution de la Ve République,1958-10-04,1958-01-01,year,CONFIRMED,confirme,1,false,Aucune action nécessaire.,wikipedia_fr_article,,Q832508
ee75249f-ed1e-4d3e-98b4-f1cf8ca67f0f,Loi autorisant les femmes à témoigner en justice,1907-01-01,,,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,0,true,Fournir des sources externes fiables pour confirmer l'année de la loi.,,,
97a74130-a463-443c-9c66-ddfc9113a91d,Le Tour du monde en 80 jours,1872-01-01,1872-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0,false,Ajouter une source externe fiable confirmant l'année de publication du roman.,,,Q838313
ec727172-031d-4bf2-b37d-9266beb7b836,Début de la guerre des Malouines,1982-10-01,1982-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0.8,false,Confirmer la date de 1982 comme année de début de la guerre des Malouines.,Guerre des Malouines,,Q48249
e8a3c52b-4cff-4466-ac1b-674f7e47bef6,Première exposition Gutai à Tokyo,1955-01-01,,,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,0,true,Rechercher des sources mentionnant spécifiquement la date de la première exposition Gutai à Tokyo.,https://fr.wikipedia.org/wiki/Gutai,,Q1028956
9da1863d-4ffe-4076-9b5e-e6cf0da5a052,Première Conférence Mondiale sur le Climat à Genève,1979-01-01,1979-01-01,year,CONFIRMED,confirme,1,false,No change needed.,https://fr.wikipedia.org/wiki/Premi%C3%A8re_Conf%C3%A9rence_mondiale_sur_le_climat,,Q124850224
a40c3eeb-633a-405c-819b-a9b7c11a6bc0,Création de la FA Cup,1871-01-01,1871-01-01,year,LIKELY_CORRECT,preuve_externe_faible,0,false,Ajouter des sources externes fiables pour confirmer l'année de création de la FA Cup.,,,
810a14a7-5969-4513-aaff-c82be51ab8a2,Mise en place de mesures économiques en France pour stabiliser les finances face au premier choc pétrolier,1974-01-01,,,INSUFFICIENT_EVIDENCE,absence_de_singularite,0,true,Provide external sources to confirm the exact year when the economic measures were implemented.,,,
29906039-ec29-4a91-9296-6124e8450ec6,Fondation de l'Université de Padoue en Italie,1222-01-01,,,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,0,true,Rechercher des sources externes confirmant l'année exacte de la fondation de l'Université de Padoue.,,,Q3918
cdcc283e-f337-4ef3-a5ce-04cbe2d2503a,Sixième guerre de Religion en France,1577-01-01,,,INSUFFICIENT_EVIDENCE,absence_de_singularite,0,true,"Reject the event as it describes a war, which spans multiple years, and not a single-year event.",,,Q2664394
b2dae4a1-0168-43d5-bcb4-cc812a2cc99d,Indépendance du Kenya,1963-12-12,1963-01-01,year,CONFIRMED,confirme,1,false,No change needed.,Kenya,,Q114
f1f318cc-bcc1-44c3-b8e6-7b8a4127fef6,Sacre de Charles VII à Reims,1429-07-17,1429-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0.8,false,Confirmer la date de 1429.,https://fr.wikipedia.org/wiki/Charles_VII_(roi_de_France),https://en.wikipedia.org/wiki/Reims,Q133372
3ddffe1d-032d-45a5-83e9-6ccf4e604385,Plan Young,1929-01-01,1929-01-01,year,CONFIRMED,confirme,0.9,false,None,wikipedia_fr_article,wikipedia_en_article,Q165119
b5416066-b969-4e98-8d37-f144585c7844,Typhon dévastateur détruit la flotte mongole au Japon,1274-01-01,1274-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0.8,false,Confirmer la date de 1274.,Invasions mongoles du Japon,,Q208156
d7a393ae-46cb-460d-8153-929da8f69568,Création de la Comédie-Française,1680-09-04,1680-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0.8,false,Aucune recommandation nécessaire.,wikipedia_fr_article,wikipedia_en_article,Q61460498
efc7a0b4-e86f-4960-a17f-def2c855193e,Mariage d'Henri IV et Marie de Médicis,1600-01-01,1600-01-01,year,CONFIRMED,confirme,0.9,false,No change needed.,Marie de Médicis,,Q182021
21d9b363-da6e-4452-939a-7d1587c5e71f,Lancement du Plan Juncker en Europe,2015-01-01,,,INSUFFICIENT_EVIDENCE,retrieval_insuffisant,0,true,Fournir des sources externes pour valider l'année de lancement.,,,
ea46e81d-4249-42f7-a6c2-c3b534b1d72c,Développement du lance-flammes à pompe en Chine,1232-01-01,,,INSUFFICIENT_EVIDENCE,retrieval_insuffisant,0,true,Fournir des sources externes pour valider l'année du développement du lance-flammes à pompe en Chine.,,,
f9ff012b-39a2-4559-b121-3efa0b610918,"Tragique embrasement de Notre-Dame de Paris, choc international.",2019-01-01,2019-01-01,year,LIKELY_CORRECT,preuve_externe_faible,0.5,false,Fournir des sources externes pour confirmer l'année de l'incendie.,,,
c2cb4751-bc96-4a1c-ab47-b6820beebd97,Ordonnance de Melun créant les francs-archers,1448-01-01,1448-01-01,year,LIKELY_CORRECT,preuve_externe_faible,0.5,false,Fournir des sources externes pour confirmer l'année de l'ordonnance.,,,
3c73f09a-cc4e-4b20-a74a-78539dea9c57,Début de la Renaissance italienne avec Giotto,1300-01-01,,,INSUFFICIENT_EVIDENCE,absence_de_singularite,0,true,Reject due to the event describing a period rather than a specific year.,Renaissance italienne,,Q1404472
f4239b6d-9678-432b-819d-82518ef81b49,Invention du bathyscaphe par Auguste Piccard,1948-01-01,,,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,0,true,Further research is needed to pinpoint the exact year of the bathyscaphe's invention using reliable sources.,Auguste Piccard,,Q210719
c7932ca9-15cf-44e9-80b8-c7e10116130d,Translation des reliques de Sainte Foy,0872-01-01,0872-01-01,year,CONFIRMED,confirme,0.9,false,Confirmer la date de 872 pour la translation des reliques de Sainte Foy.,,,Q663370
9eb12c14-dc74-4848-bc79-d987730493e3,Premier hôpital psychiatrique de Valence en Espagne,1409-01-01,,,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,0,true,"Rechercher des sources fiables confirmant l'année de construction de l'hôpital psychiatrique à Valence, Espagne.",,,Q8848
fd189bbe-4510-4ab7-91d4-eaa1d4a19831,Indépendance du Soudan du Sud,2011-01-01,2011-01-01,year,CONFIRMED,confirme,1,false,No changes needed.,Référendum sur l'indépendance du Soudan du Sud,,Q207950
65c1ca2e-e815-41ed-82c6-1dd870f2b9b4,Édit de Nantes,1598-04-13,1598-01-01,year,CONFIRMED,confirme,0.9,false,Aucune.,wikipedia_fr_article,wikipedia_en_article,Q179788
b6f57201-3000-4584-b542-365db053f414,Synode de Kells-Mellifont,1152-01-01,1152-01-01,year,CONFIRMED,confirme,1,false,Confirmer la date de 1152.,https://fr.wikipedia.org/wiki/Synode_de_Kells,,Q2053482
82ea02cb-e12d-4331-a9a2-da64010ad6b5,Truce of God (Institution),1027-01-01,1027-01-01,year,LIKELY_CORRECT,preuve_externe_faible,0.8,false,Confirm the date based on additional sources.,,Peace and Truce of God,Q924432
581a36c0-e991-4ca4-a6ee-a6499c8408d8,Tycho Brahe observe une supernova,1572-01-01,1572-01-01,year,CONFIRMED,confirme,0.9,false,CONFIRMED,Tycho Brahe,,Q36620
5bee88fc-710b-4ad4-a8db-9709a3300e8e,Inauguration du Pont Jacques-Gabriel à Blois,1749-01-01,,,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,0,true,Rechercher des sources confirmant l'année de l'inauguration du pont Jacques-Gabriel à Blois.,,,Q125847930
ff55ecbc-8d4e-4397-8f54-febcfced3abd,Prise de Jérusalem par les croisés,1099-07-15,1099-01-01,year,CONFIRMED,confirme,1,false,Aucune modification nécessaire.,https://fr.wikipedia.org/wiki/Si%C3%A8ge_de_J%C3%A9rusalem_(1099),,Q456993
457e5129-4b3f-4ab8-b2a2-a3791709abd5,Manifestations contre la réforme des retraites de 2023 en France,2023-01-01,2023-01-01,year,CONFIRMED,confirme,0.9,false,Aucune action nécessaire.,wikipedia_fr_article,wikipedia_en_article,Q116265829
a0e96571-47a8-47c0-b4a0-abd4d42d8ebe,Naissance de la reine Victoria,1819-01-01,1819-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0,false,Ajouter une source externe qui mentionne explicitement l'année de naissance de la reine Victoria.,,,Q3024285
751e55b4-1a61-4cf2-86e8-eacda9c4c650,Première de La Symphonie du Nouveau Monde d'Antonín Dvořák,1893-12-16,1893-01-01,year,CONFIRMED,confirme,0.9,false,No change needed.,,,Q7298
0335acca-20b0-4ebd-98f3-4db907b38c68,Hyperinflation en Allemagne (Weimar),1923-01-01,1923-01-01,year,LIKELY_CORRECT,preuve_externe_faible,0.8,false,Aucune recommandation nécessaire.,,,Q185565
69dda4a3-e291-4c04-990a-fc9335824d2b,Crise de la dette latino-américaine,1982-01-01,,,INSUFFICIENT_EVIDENCE,absence_de_singularite,0,true,"Rejeter car il s'agit d'une crise, donc d'une période, et non d'un événement ponctuel. Le titre est trop général et nécessite plus de précision.",,,
32c7f781-5c46-49be-8f0f-db86e9a3f935,Vote du Stamp Act par le Parlement britannique,1765-01-01,1765-01-01,year,CONFIRMED,confirme,1,false,Aucune.,Stamp Act,,Q14565721
d05a41ee-74bb-4a23-b63b-7ed94fc7bde5,Pétrarque couronné poète à Rome,1341-01-01,,,INSUFFICIENT_EVIDENCE,preuve_insuffisante,0,true,Rechercher des sources mentionnant spécifiquement l'année du couronnement de Pétrarque.,https://fr.wikipedia.org/wiki/P%C3%A9trarque,,Q1401
0e430afa-6bed-4a43-8b5f-e6bcd2063c13,Création de la Royal Society,1662-01-01,1660-01-01,year,POTENTIAL_DATE_ERROR,divergence_date,0.9,false,Corriger la date dans la base de données pour qu'elle corresponde à 1660.,wikipedia_fr_article,wikipedia_en_article,Q123885
3bb4c9ee-313b-4800-ba57-00f5460fad04,Campagnes des fils de Charles Martel,0742-01-01,0742-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0.8,false,No change needed.,,,Q3301
a73362ae-eeb1-4634-8026-3b76316aad43,Crise de Suez,1956-10-01,1956-01-01,year,CONFIRMED,confirme,0.9,false,Confirmer la date de 1956.,wikipedia_fr_article,wikipedia_en_article,Q49101
58f81bd9-3ce6-4dd4-a397-d95c3b19dfc3,Levée en masse décrétée par la Convention nationale,1793-08-22,1793-01-01,year,CONFIRMED,confirme,1,false,No changes needed.,Levée en masse,,Q1821974
41657988-868b-4fc4-b970-68dfd7bbaf90,Coopération spatiale CNES–NASA,1965-01-01,1965-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0.8,false,Vérifier avec des sources plus directes confirmant la coopération CNES-NASA en 1965.,,,Q212227
e1899537-db01-42a8-89a0-547603025f81,Inauguration de l'Empire State Building à New York,1931-01-01,1931-01-01,year,CONFIRMED,confirme,0.9,false,Confirm the date as 1931 based on the provided sources.,Empire State Building,,Q9188
241f8e51-3934-4f3a-b9a7-04b501704ce2,Mutineries dans les prisons en France,1972-01-01,,,INSUFFICIENT_EVIDENCE,absence_de_singularite,0,true,"Reject. The title describes a series of events, not a single event.",,,Q3117640
3be1a606-f0d1-4676-b4e9-218fc5c04a88,Paiement par Charles le Chauve d'un tribut aux Normands pour épargner Paris,0852-01-01,,,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,0,true,Rechercher des sources confirmant le paiement d'un tribut en 852.,,,Q815192
e27b0d74-8558-4189-a5aa-4480e97d710f,Retour de Philippe Auguste de la troisième croisade,1191-01-01,1191-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0.7,false,Vérifier si d'autres sources confirment le retour de Philippe Auguste en 1191.,Troisième croisade,,Q51655
5fa7587b-25bc-4858-ab2d-b1d9c53f1a2d,Allongement de la durée de cotisation des fonctionnaires pour la réforme des retraites,2003-01-01,2003-01-01,year,CONFIRMED,confirme,0.9,false,Aucune recommandation nécessaire.,,,
4ffc3b1d-6c70-443d-b4ee-42bc3a75da27,Découverte de la structure de l'ADN par Watson et Crick,1953-02-28,1953-01-01,year,CONFIRMED,confirme,0.9,false,Aucune recommandation.,https://fr.wikipedia.org/wiki/James_Dewey_Watson,,Q83333
7a3518d2-3acf-40f1-85f6-c80d61153a13,Création de l'Université de Barcelone par Alphonse V,1449-01-01,,,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,0,true,Rechercher des sources fiables confirmant la date de création de l'université de Barcelone par Alphonse V.,,,Q299156
dddc3233-649e-41ff-a3ed-c9a74bfba87a,Création de SOS Racisme – précurseurs et contexte,1980-01-01,,,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,0,true,Search for external sources confirming the year of creation of SOS Racisme.,,,Q8461
a9b69507-9982-44ae-8390-509428f27e1b,Conférence de Potsdam,1945-07-17,1945-01-01,year,CONFIRMED,confirme,0.9,false,Aucune modification nécessaire.,wikipedia_fr_article,,Q151187
43d4a2ab-d17c-44af-a0da-58625954cefb,Bataille de Towton - Plus sanglant affrontement sur le sol anglais,1461-01-01,1461-01-01,year,CONFIRMED,confirme,1,false,Confirmer la date de 1461.,https://fr.wikipedia.org/wiki/Bataille_de_Towton,,Q634629
c2151d9a-77b5-4037-8634-a58b2c4b4948,Le Rouge et le Noir,1830-01-01,1830-01-01,year,CONFIRMED,confirme,0.9,false,No change needed.,wikipedia_fr_article,wikipedia_en_article,Q192649
0c1e450a-9014-48ed-a68e-888b104158b2,Sommet du G6 à Rambouillet,1975-01-01,1975-01-01,year,CONFIRMED,confirme,1,false,Confirmer la date de 1975.,https://fr.wikipedia.org/wiki/Sommet_de_Rambouillet,,Q1484414
bead95cd-38cd-40c0-8ffb-f07ca64f04ce,Grande famine en Irlande,1845-01-01,,,INSUFFICIENT_EVIDENCE,absence_de_singularite,0,true,Préciser l'année exacte de la famine ou reformuler le titre pour qu'il soit plus précis.,https://fr.wikipedia.org/wiki/Grande_famine,,Q1195059
be99b042-80fc-45c8-ac3e-f74d5fa27fde,Le HMS Victory est lancé,1765-01-01,1765-01-01,year,CONFIRMED,confirme,1,false,Confirmer la date de lancement du HMS Victory comme étant 1765.,HMS Victory (1765),,Q213958
91f92545-07be-457d-8ff5-40e266cacbd1,Siège de Montauban par Louis XIII,1621-01-01,1621-01-01,year,CONFIRMED,confirme,0.9,false,Aucune recommandation nécessaire.,wikipedia_fr_article,,Q3072570
